usage_id,customer_id,date,data_usage_mb,call_minutes,sms_count
USG01279,CUST0816,2025-06-06,1726,46,54
USG01280,CUST0698,2025-06-17,1897,460,61
USG01281,CUST0309,2026-02-21,442,159,74
USG01282,CUST1641,2026-03-03,598,169,50
USG01283,CUST0273,2025-05-19,1252,33,4
USG01284,CUST1248,2025-06-14,327,76,46
USG01285,CUST1203,2026-02-28,1013,281,8
USG01286,CUST0030,2026-03-18,1020,66,92
USG01287,CUST0458,2025-10-12,1901,97,26
USG01288,CUST0974,2025-09-08,596,112,12
USG01289,CUST1680,2025-08-19,1983,167,90
USG01290,CUST1777,2025-04-28,1974,99,95
USG01291,CUST1039,2025-09-29,1605,443,23
USG01292,CUST0662,2025-05-14,1660,127,26
USG01293,CUST0007,2025-07-12,1678,89,15
USG01294,CUST1214,2025-06-01,1089,214,38
USG01295,CUST1509,2025-05-07,680,57,37
USG01296,CUST0812,2025-11-07,487,149,0
USG01297,CUST0290,2025-06-13,1935,130,13
USG01298,CUST0376,2025-05-22,815,242,9
USG01299,CUST0820,2025-10-04,414,404,45
USG01300,CUST0064,2025-09-14,859,214,50
USG01301,CUST0729,2025-06-20,966,463,55
USG01302,CUST0368,2025-08-11,470,410,86
USG01303,CUST0371,2025-10-01,821,108,87
USG01304,CUST1694,2025-05-10,1605,16,53
USG01305,CUST1255,2025-09-14,256,320,42
USG01306,CUST1570,2026-03-27,1621,91,40
USG01307,CUST1655,2025-10-08,1599,134,84
USG01308,CUST0931,2026-03-23,568,192,34
USG01309,CUST1175,2026-02-27,1204,333,66
USG01310,CUST0467,2026-01-10,896,372,55
USG01311,CUST0576,2025-08-26,1747,310,57
USG01312,CUST0855,2026-04-21,879,12,85
USG01313,CUST1138,2025-12-12,261,85,69
USG01314,CUST1266,2025-04-21,1473,351,48
USG01315,CUST1008,2026-03-12,1480,12,89
USG01316,CUST0437,2025-08-02,666,438,76
USG01317,CUST0247,2025-07-21,501,155,9
USG01318,CUST0862,2025-12-22,1691,465,59
USG01319,CUST1446,2025-07-02,1031,300,10
USG01320,CUST0098,2025-11-27,1854,498,99
USG01321,CUST0123,2026-02-25,1049,53,50
USG01322,CUST1459,2026-04-09,730,23,100
USG01323,CUST0352,2025-08-07,706,213,59
USG01324,CUST0405,2025-11-10,745,184,39
USG01325,CUST1044,2026-03-23,816,233,76
USG01326,CUST0421,2025-05-21,436,272,39
USG01327,CUST1672,2025-06-28,1862,361,74
USG01328,CUST1236,2025-09-20,101,477,14
USG01329,CUST0557,2026-01-26,1096,169,48
USG01330,CUST0533,2026-03-13,701,165,94
USG01331,CUST0782,2026-03-01,1452,12,9
USG01332,CUST0700,2026-02-22,1927,116,96
USG01333,CUST1766,2025-09-02,1118,37,31
USG01334,CUST0534,2025-07-20,776,257,43
USG01335,CUST0920,2026-03-25,1775,340,59
USG01336,CUST1762,2026-01-16,1432,63,22
USG01337,CUST0705,2026-04-09,1661,67,84
USG01338,CUST1587,2025-08-14,1246,465,21
USG01339,CUST1705,2025-07-16,840,441,45
USG01340,CUST0739,2025-09-08,1633,70,44
USG01341,CUST1895,2025-06-22,1416,60,37
USG01342,CUST0541,2025-06-16,207,74,84
USG01343,CUST0716,2025-11-25,721,358,59
USG01344,CUST1668,2026-02-08,1460,356,19
USG01345,CUST0250,2025-07-10,1964,59,23
USG01346,CUST0335,2025-11-22,1985,113,70
USG01347,CUST0963,2026-03-01,309,206,67
USG01348,CUST1404,2025-07-22,750,114,2
USG01349,CUST1510,2025-12-17,1322,341,16
USG01350,CUST0969,2025-12-02,1965,144,82
USG01351,CUST1111,2026-01-30,998,32,20
USG01352,CUST1090,2025-10-09,997,491,21
USG01353,CUST0695,2025-05-12,145,368,2
USG01354,CUST1662,2025-10-25,305,400,16
USG01355,CUST0548,2025-09-02,1980,183,9
USG01356,CUST0197,2026-03-24,926,269,4
USG01357,CUST0905,2025-09-24,601,193,68
USG01358,CUST1481,2026-03-07,1894,402,23
USG01359,CUST1055,2025-04-26,898,254,56
USG01360,CUST1865,2025-11-18,1113,485,91
USG01361,CUST0705,2025-05-10,311,246,84
USG01362,CUST0379,2025-10-19,1009,378,69
USG01363,CUST1675,2026-01-12,1466,15,24
USG01364,CUST1915,2025-09-27,1812,240,75
USG01365,CUST1161,2025-08-17,1720,67,8
USG01366,CUST0171,2026-01-27,1320,417,8
USG01367,CUST0715,2026-03-07,1685,491,4
USG01368,CUST1090,2025-05-25,201,370,71
USG01369,CUST0878,2026-01-12,571,490,13
USG01370,CUST1067,2026-03-25,109,280,74
USG01371,CUST0332,2025-08-16,1675,131,70
USG01372,CUST1291,2025-06-05,1335,236,59
USG01373,CUST1439,2026-01-05,981,150,44
USG01374,CUST0953,2025-04-27,1562,394,25
USG01375,CUST1060,2025-09-28,1428,173,3
USG01376,CUST0380,2025-12-16,698,55,75
USG01377,CUST1716,2026-02-07,1286,452,14
USG01378,CUST0975,2025-04-29,578,60,89
USG01379,CUST0679,2026-02-05,1993,155,21
USG01380,CUST1299,2026-02-07,815,24,9
USG01381,CUST0782,2026-03-10,502,155,36
USG01382,CUST1427,2025-11-05,639,85,4
USG01383,CUST1811,2026-02-02,714,488,78
USG01384,CUST0508,2025-05-15,1056,282,20
USG01385,CUST1144,2025-04-29,1594,469,64
USG01386,CUST0640,2025-09-02,1066,467,25
USG01387,CUST0494,2025-11-09,1921,458,60
USG01388,CUST0943,2025-08-26,216,372,1
USG01389,CUST0828,2025-11-02,1657,420,97
USG01390,CUST0503,2026-03-20,1943,234,45
USG01391,CUST1365,2026-01-29,964,481,8
USG01392,CUST1036,2025-11-01,290,71,86
USG01393,CUST0308,2025-12-07,554,419,20
USG01394,CUST1411,2025-12-11,568,198,94
USG01395,CUST1978,2025-06-01,1107,117,94
USG01396,CUST0003,2025-04-26,1608,337,35
USG01397,CUST1112,2025-09-15,1425,56,29
USG01398,CUST0119,2025-12-08,1586,144,65
USG01399,CUST1302,2025-05-09,764,400,38
USG01400,CUST1827,2025-05-16,638,393,97
USG01401,CUST0974,2026-04-04,350,30,90
USG01402,CUST0762,2025-11-03,404,347,9
USG01403,CUST1269,2026-03-04,407,167,62
USG01404,CUST0125,2025-06-11,1062,275,79
USG01405,CUST1135,2025-12-01,485,257,93
USG01406,CUST1529,2026-03-09,891,456,11
USG01407,CUST0500,2025-10-18,307,161,49
USG01408,CUST0771,2025-06-02,854,52,1
USG01409,CUST0179,2025-10-24,1492,366,65
USG01410,CUST0240,2025-11-14,905,137,78
USG01411,CUST1191,2026-01-16,724,459,36
USG01412,CUST1891,2025-12-21,1741,421,97
USG01413,CUST0680,2025-08-04,293,191,96
USG01414,CUST0596,2025-08-23,1088,379,72
USG01415,CUST0924,2026-02-07,802,124,60
USG01416,CUST0893,2025-08-01,155,144,88
USG01417,CUST0485,2025-12-26,1665,390,38
USG01418,CUST0485,2026-03-27,792,390,33
USG01419,CUST1528,2025-07-12,640,101,38
USG01420,CUST1016,2025-07-04,579,334,68
USG01421,CUST1970,2026-01-01,1403,104,15
USG01422,CUST0672,2025-11-28,842,66,39
USG01423,CUST0898,2025-07-20,1260,323,97
USG01424,CUST1834,2026-01-08,1410,325,28
USG01425,CUST0192,2026-02-16,528,265,44
USG01426,CUST0119,2025-06-07,552,44,38
USG01427,CUST0859,2026-03-22,1087,183,87
USG01428,CUST1564,2025-08-18,1091,82,45
USG01429,CUST0308,2026-02-23,1471,124,59
USG01430,CUST0488,2025-12-24,483,332,3
USG01431,CUST1139,2025-11-08,1894,302,5
USG01432,CUST0345,2025-06-23,1752,430,60
USG01433,CUST0748,2025-08-18,442,402,53
USG01434,CUST1448,2025-09-21,254,159,5
USG01435,CUST0019,2025-05-25,1427,151,89
USG01436,CUST1170,2025-05-06,1445,43,5
USG01437,CUST1890,2025-09-21,1495,216,36
USG01438,CUST0935,2025-12-29,419,99,47
USG01439,CUST1333,2025-09-18,679,128,7
USG01440,CUST0871,2025-10-18,102,18,38
USG01441,CUST1089,2025-12-04,1640,157,89
USG01442,CUST1077,2026-03-04,241,88,32
USG01443,CUST0989,2026-03-18,616,295,19
USG01444,CUST1092,2026-02-18,179,482,4
USG01445,CUST0844,2025-07-15,575,32,4
USG01446,CUST0587,2025-06-10,1582,234,17
USG01447,CUST0447,2025-11-18,1348,139,74
USG01448,CUST1132,2025-10-27,771,231,7
USG01449,CUST0512,2025-07-01,861,364,15
USG01450,CUST1078,2025-11-29,524,99,70
USG01451,CUST0711,2025-10-27,441,356,95
USG01452,CUST1217,2025-09-13,134,450,95
USG01453,CUST1110,2026-03-30,250,29,96
USG01454,CUST0542,2026-03-25,331,274,42
USG01455,CUST0577,2025-07-11,1589,317,90
USG01456,CUST0400,2025-08-19,621,71,75
USG01457,CUST0008,2026-01-02,1250,202,88
USG01458,CUST0031,2026-01-10,1227,442,45
USG01459,CUST1885,2026-03-10,1684,460,4
USG01460,CUST1998,2025-12-08,416,138,82
USG01461,CUST1155,2026-01-11,105,444,5
USG01462,CUST0912,2026-04-21,237,54,1
USG01463,CUST1389,2025-06-13,705,480,1
USG01464,CUST0193,2026-01-05,1764,156,1
USG01465,CUST1591,2026-04-03,1849,382,47
USG01466,CUST1279,2026-04-13,471,175,55
USG01467,CUST0828,2025-06-22,438,429,61
USG01468,CUST0692,2025-08-04,502,179,24
USG01469,CUST0327,2026-03-08,1661,461,89
USG01470,CUST1730,2025-06-14,815,59,37
USG01471,CUST0703,2025-11-02,1118,294,62
USG01472,CUST1516,2025-05-22,382,158,14
USG01473,CUST1651,2026-01-28,648,426,20
USG01474,CUST1730,2025-11-12,1078,103,36
USG01475,CUST1693,2025-09-22,1108,310,2
USG01476,CUST1562,2025-05-26,1921,210,70
USG01477,CUST1580,2025-05-09,1933,489,90
USG01478,CUST1820,2025-12-04,1769,443,78
USG01479,CUST1539,2025-08-24,208,315,56
USG01480,CUST1110,2026-03-28,1081,221,32
USG01481,CUST0867,2025-09-21,975,421,54
USG01482,CUST1759,2026-02-11,711,288,91
USG01483,CUST0731,2026-02-08,1061,183,56
USG01484,CUST0250,2026-01-02,1945,223,30
USG01485,CUST1236,2025-05-21,1045,364,99
USG01486,CUST0696,2026-03-21,627,403,1
USG01487,CUST1704,2025-09-20,820,110,8
USG01488,CUST0967,2026-01-23,1250,51,16
USG01489,CUST0802,2026-01-09,1490,33,30
USG01490,CUST0500,2025-09-16,1734,112,59
USG01491,CUST1651,2025-06-06,1506,294,61
USG01492,CUST0104,2025-08-09,386,232,14
USG01493,CUST1472,2025-06-25,1983,473,71
USG01494,CUST0119,2026-01-25,1774,208,4
USG01495,CUST0871,2025-10-02,1811,164,41
USG01496,CUST0570,2026-01-08,1638,313,39
USG01497,CUST1052,2025-10-07,790,444,9
USG01498,CUST0607,2025-10-05,733,92,35
USG01499,CUST1610,2025-12-03,1666,193,51
USG01500,CUST1133,2025-11-30,1501,110,81
USG01501,CUST0609,2026-04-02,804,438,37
USG01502,CUST1306,2025-10-16,1745,303,82
USG01503,CUST0923,2026-01-02,187,442,75
USG01504,CUST0667,2025-05-28,594,186,60
USG01505,CUST0593,2025-08-16,803,498,73
USG01506,CUST1700,2025-04-27,117,119,8
USG01507,CUST0391,2025-10-02,1024,112,47
USG01508,CUST1830,2026-01-11,210,421,65
USG01509,CUST0770,2025-07-07,714,476,84
USG01510,CUST0238,2026-02-24,1964,376,92
USG01511,CUST0592,2026-02-13,1775,354,25
USG01512,CUST0718,2025-07-31,1948,101,63
USG01513,CUST1084,2025-06-20,223,101,55
USG01514,CUST0791,2026-03-09,992,444,39
USG01515,CUST1488,2025-11-25,123,133,90
USG01516,CUST0915,2025-06-13,1859,100,90
USG01517,CUST1051,2025-11-29,1243,39,71
USG01518,CUST0060,2025-06-10,751,497,41
USG01519,CUST0223,2025-05-06,749,347,83
USG01520,CUST0395,2025-12-27,1659,22,27
USG01521,CUST1577,2025-10-06,246,48,84
USG01522,CUST1874,2025-08-04,1937,154,79
USG01523,CUST0636,2025-11-27,827,208,83
USG01524,CUST1989,2025-10-15,560,353,96
USG01525,CUST0626,2025-08-13,428,386,30
USG01526,CUST1296,2025-12-23,459,360,44
USG01527,CUST1401,2025-05-25,1416,176,73
USG01528,CUST1048,2025-06-04,1948,93,98
USG01529,CUST1743,2025-09-11,403,154,35
USG01530,CUST0703,2025-12-29,522,490,11
USG01531,CUST1348,2026-02-03,1002,448,90
USG01532,CUST1379,2025-12-31,1478,281,52
USG01533,CUST1657,2025-06-22,1996,477,5
USG01534,CUST0886,2025-05-18,1724,136,17
USG01535,CUST0068,2026-03-22,1649,330,27
USG01536,CUST0550,2026-02-12,132,489,1
USG01537,CUST0393,2025-12-02,505,348,9
USG01538,CUST0484,2025-10-05,287,35,51
USG01539,CUST0822,2025-08-10,1992,252,59
USG01540,CUST1719,2026-01-25,1012,463,77
USG01541,CUST1444,2025-05-09,1184,147,70
USG01542,CUST0274,2025-12-11,760,342,76
USG01543,CUST1257,2025-09-20,1497,98,57
USG01544,CUST1199,2025-12-23,1327,265,33
USG01545,CUST1243,2025-11-27,258,399,46
USG01546,CUST0713,2026-03-02,1460,79,84
USG01547,CUST1894,2025-10-10,1650,301,84
USG01548,CUST0108,2025-10-09,874,303,53
USG01549,CUST0119,2025-09-07,1726,198,68
USG01550,CUST1252,2025-10-06,720,447,45
USG01551,CUST1940,2026-02-09,1436,265,94
USG01552,CUST0049,2026-01-15,1579,405,45
USG01553,CUST0672,2025-11-07,896,283,82
USG01554,CUST1872,2026-02-26,1770,146,11
USG01555,CUST0293,2026-01-28,583,433,11
USG01556,CUST1870,2026-01-17,300,491,26
USG01557,CUST0970,2025-08-20,1263,386,20
USG01558,CUST0526,2025-08-29,1750,422,4
USG01559,CUST1833,2026-04-09,1297,492,39
USG01560,CUST0623,2025-11-10,1715,62,10
USG01561,CUST1423,2025-07-15,1324,264,46
USG01562,CUST0978,2025-11-09,800,444,10
USG01563,CUST1047,2025-12-09,343,308,24
USG01564,CUST0219,2026-02-02,1989,184,95
USG01565,CUST1393,2026-04-15,421,144,84
USG01566,CUST1809,2026-01-24,1936,119,20
USG01567,CUST0170,2026-01-18,619,437,65
USG01568,CUST1715,2025-10-12,811,402,74
USG01569,CUST0808,2026-02-26,302,118,2
USG01570,CUST1686,2026-04-09,751,134,71
USG01571,CUST0510,2025-08-11,789,304,36
USG01572,CUST1217,2025-12-30,228,284,37
USG01573,CUST1044,2025-06-12,1072,464,77
USG01574,CUST0807,2026-04-17,761,86,46
USG01575,CUST0082,2026-02-11,1199,89,69
USG01576,CUST0870,2026-01-27,189,126,83
USG01577,CUST1783,2025-10-31,1656,361,25
USG01578,CUST1483,2025-12-06,527,412,55
USG01579,CUST1137,2025-10-27,1524,315,40
USG01580,CUST1453,2026-01-14,1318,195,89
USG01581,CUST1002,2026-01-14,399,492,30
USG01582,CUST0993,2025-07-18,1725,258,1
USG01583,CUST1320,2026-02-13,747,24,55
USG01584,CUST0541,2025-07-18,534,105,71
USG01585,CUST1158,2025-10-09,488,290,30
USG01586,CUST0831,2026-03-28,1077,361,92
USG01587,CUST0610,2026-04-01,306,364,87
USG01588,CUST1821,2025-10-30,422,425,62
USG01589,CUST1371,2025-12-11,504,168,94
USG01590,CUST0040,2025-06-14,1548,313,57
USG01591,CUST0344,2026-01-18,1115,69,97
USG01592,CUST0311,2025-08-24,1539,11,98
USG01593,CUST1499,2025-09-29,282,149,36
USG01594,CUST0704,2025-08-31,1152,495,40
USG01595,CUST0787,2026-02-22,1451,279,37
USG01596,CUST1929,2025-04-21,985,406,75
USG01597,CUST1154,2025-10-04,1842,133,84
USG01598,CUST1920,2026-02-08,1110,435,24
USG01599,CUST0322,2025-06-01,633,101,96
USG01600,CUST1696,2025-05-31,586,293,17
USG01601,CUST0510,2025-09-07,1400,372,58
USG01602,CUST0794,2025-11-03,354,85,35
USG01603,CUST1594,2026-02-25,369,401,1
USG01604,CUST0656,2025-04-28,1556,342,7
USG01605,CUST0053,2026-04-21,433,60,64
USG01606,CUST1883,2026-01-08,1592,498,4
USG01607,CUST0568,2026-04-10,1315,298,69
USG01608,CUST1832,2026-04-02,1387,279,33
USG01609,CUST1972,2026-02-26,373,106,47
USG01610,CUST0854,2025-07-15,1830,483,92
USG01611,CUST1091,2025-10-13,282,351,95
USG01612,CUST1564,2025-08-28,419,89,60
USG01613,CUST1877,2026-02-05,729,202,0
USG01614,CUST1936,2025-10-26,1640,359,49
USG01615,CUST0114,2025-09-11,250,93,44
USG01616,CUST1507,2026-02-18,1350,395,81
USG01617,CUST1260,2025-12-29,1219,242,8
USG01618,CUST0768,2025-09-21,670,181,34
USG01619,CUST1849,2025-12-09,202,454,7
USG01620,CUST0316,2025-04-21,1554,52,97
USG01621,CUST1005,2026-02-08,391,30,29
USG01622,CUST1616,2025-09-06,386,226,30
USG01623,CUST1345,2025-09-14,1449,40,18
USG01624,CUST1004,2026-01-31,1105,379,47
USG01625,CUST0777,2025-06-23,1848,214,37
USG01626,CUST1087,2026-01-12,1576,186,10
USG01627,CUST1188,2025-09-10,1846,327,68
USG01628,CUST0541,2026-03-09,1241,92,62
USG01629,CUST0627,2025-07-04,782,264,19
USG01630,CUST0859,2025-11-22,490,90,12
USG01631,CUST1303,2025-09-04,1738,370,96
USG01632,CUST0855,2026-04-07,953,399,33
USG01633,CUST0102,2025-12-15,1332,327,9
USG01634,CUST0100,2025-06-11,326,381,79
USG01635,CUST0634,2026-01-16,1186,133,50
USG01636,CUST1017,2025-12-05,1631,268,52
USG01637,CUST0440,2025-06-20,933,398,72
USG01638,CUST1543,2026-03-29,134,184,75
USG01639,CUST0451,2025-06-30,1260,300,68
USG01640,CUST1828,2025-09-28,1043,201,28
USG01641,CUST1826,2025-07-12,607,417,69
USG01642,CUST0830,2025-06-20,1896,451,87
USG01643,CUST1302,2025-10-09,894,491,6
USG01644,CUST1657,2025-09-04,1207,207,22
USG01645,CUST0215,2025-06-30,1189,474,53
USG01646,CUST0409,2025-06-25,1525,422,66
USG01647,CUST0601,2025-10-02,695,384,45
USG01648,CUST1513,2026-03-07,1197,15,44
USG01649,CUST0961,2025-10-08,1996,275,31
USG01650,CUST0821,2026-02-08,387,468,95
USG01651,CUST1726,2025-11-05,1402,32,11
USG01652,CUST0807,2026-02-13,782,487,90
USG01653,CUST0365,2025-09-27,357,57,20
USG01654,CUST0693,2026-03-21,1652,22,29
USG01655,CUST0675,2026-04-02,1378,135,2
USG01656,CUST1701,2025-07-06,595,480,73
USG01657,CUST0239,2025-04-22,1493,76,35
USG01658,CUST0321,2025-11-29,1314,274,91
USG01659,CUST0333,2025-11-06,252,314,75
USG01660,CUST0346,2026-03-31,421,34,62
USG01661,CUST0121,2025-09-23,1031,421,33
USG01662,CUST1505,2025-11-29,1451,262,34
USG01663,CUST0734,2025-05-10,1265,459,37
USG01664,CUST0450,2025-06-12,145,289,58
USG01665,CUST0100,2025-09-07,1086,211,64
USG01666,CUST0172,2025-10-23,819,80,9
USG01667,CUST1571,2025-10-18,654,364,73
USG01668,CUST0367,2026-01-10,768,332,78
USG01669,CUST1176,2025-05-06,1919,202,8
USG01670,CUST0861,2025-08-08,1926,114,35
USG01671,CUST1461,2025-09-13,960,349,45
USG01672,CUST0237,2025-06-18,1614,172,53
USG01673,CUST1492,2025-06-18,1261,217,13
USG01674,CUST1633,2025-12-06,1615,446,20
USG01675,CUST0366,2025-10-29,1546,36,65
USG01676,CUST1485,2025-08-19,1173,119,9
USG01677,CUST1316,2025-10-06,381,263,34
USG01678,CUST1422,2025-11-16,1105,318,82
USG01679,CUST1953,2025-05-11,470,134,70
USG01680,CUST1104,2025-09-11,792,38,21
USG01681,CUST0133,2025-12-29,1589,213,75
USG01682,CUST0539,2026-04-11,1464,12,40
USG01683,CUST1782,2025-06-10,1536,425,49
USG01684,CUST0640,2026-01-27,1663,462,68
USG01685,CUST1859,2025-04-23,1984,192,11
USG01686,CUST0335,2025-12-15,766,368,82
USG01687,CUST0059,2025-08-29,1052,28,65
USG01688,CUST1045,2026-03-22,594,244,82
USG01689,CUST1165,2025-08-14,1165,170,65
USG01690,CUST1771,2025-08-18,760,55,22
USG01691,CUST0722,2025-05-05,591,466,43
USG01692,CUST0793,2026-02-03,418,279,29
USG01693,CUST1619,2025-09-27,695,396,55
USG01694,CUST0367,2025-10-06,1805,197,36
USG01695,CUST0546,2026-01-04,462,396,15
USG01696,CUST0532,2025-07-06,543,102,23
USG01697,CUST1459,2025-09-17,186,54,40
USG01698,CUST1071,2026-02-09,333,473,5
USG01699,CUST0116,2026-04-13,390,297,67
USG01700,CUST0515,2025-08-03,1958,249,9
USG01701,CUST1648,2025-08-26,1864,349,88
USG01702,CUST0249,2026-01-02,1317,419,67
USG01703,CUST1686,2025-08-28,1051,225,6
USG01704,CUST0182,2025-12-26,1978,76,81
USG01705,CUST1059,2025-08-25,1071,337,72
USG01706,CUST0376,2026-04-19,1288,229,13
USG01707,CUST1740,2025-09-12,827,196,62
USG01708,CUST0383,2025-10-20,740,198,74
USG01709,CUST1884,2025-05-13,773,192,55
USG01710,CUST1332,2025-05-02,1221,424,98
USG01711,CUST1151,2025-10-09,1819,86,75
USG01712,CUST0597,2025-12-25,279,108,55
USG01713,CUST1732,2025-05-15,1049,315,28
USG01714,CUST1251,2025-09-27,395,248,32
USG01715,CUST0143,2025-11-21,1194,290,4
USG01716,CUST0633,2025-09-10,1755,499,17
USG01717,CUST0628,2025-06-28,1702,346,21
USG01718,CUST0543,2025-06-23,568,453,76
USG01719,CUST0053,2025-12-24,490,301,15
USG01720,CUST0078,2025-10-03,1132,320,7
USG01721,CUST1066,2026-04-20,451,497,53
USG01722,CUST1285,2025-08-05,226,164,34
USG01723,CUST1615,2026-01-04,302,216,54
USG01724,CUST1011,2025-12-15,652,46,20
USG01725,CUST1595,2025-10-02,223,197,81
USG01726,CUST0606,2025-11-23,1521,85,39
USG01727,CUST1488,2026-01-09,328,428,20
USG01728,CUST0291,2025-10-24,586,35,90
USG01729,CUST1269,2025-07-30,1681,182,47
USG01730,CUST0450,2025-07-10,739,135,9
USG01731,CUST0574,2026-02-25,1980,335,59
USG01732,CUST0952,2025-12-15,318,316,24
USG01733,CUST0889,2025-06-09,774,120,51
USG01734,CUST0784,2026-02-13,801,212,84
USG01735,CUST1415,2025-06-30,1649,198,72
USG01736,CUST1752,2025-08-26,1795,74,69
USG01737,CUST1516,2026-03-10,1288,260,46
USG01738,CUST1816,2025-05-18,1642,178,19
USG01739,CUST0686,2025-10-25,849,143,45
USG01740,CUST1458,2025-12-29,706,229,33
USG01741,CUST1311,2025-09-26,528,495,22
USG01742,CUST0230,2026-04-18,1725,417,53
USG01743,CUST1623,2026-03-28,113,202,54
USG01744,CUST1673,2025-06-22,699,391,95
USG01745,CUST1091,2025-07-28,1366,402,91
USG01746,CUST1930,2025-08-12,1868,432,19
USG01747,CUST0137,2026-04-06,988,485,61
USG01748,CUST1877,2025-04-27,1979,474,19
USG01749,CUST0922,2025-07-11,494,114,86
USG01750,CUST1490,2025-05-10,259,407,2
USG01751,CUST0921,2025-12-30,1028,336,30
USG01752,CUST1384,2026-04-13,1026,198,34
USG01753,CUST0458,2025-11-08,1170,449,80
USG01754,CUST0191,2025-06-15,1321,153,89
USG01755,CUST0377,2025-06-06,859,270,16
USG01756,CUST1340,2025-07-20,1301,500,10
USG01757,CUST0629,2025-07-01,1897,174,66
USG01758,CUST0764,2025-07-25,1723,281,31
USG01759,CUST0124,2026-01-05,455,348,21
USG01760,CUST0229,2025-09-05,349,41,95
USG01761,CUST1865,2026-02-16,969,329,60
USG01762,CUST0872,2026-02-14,1556,309,22
USG01763,CUST0117,2025-10-13,1412,320,90
USG01764,CUST1916,2025-07-29,1617,368,58
USG01765,CUST0432,2025-07-04,326,358,48
USG01766,CUST0884,2025-05-19,160,64,72
USG01767,CUST0457,2025-10-13,1296,90,20
USG01768,CUST0329,2025-09-20,178,398,19
USG01769,CUST0666,2025-04-21,908,215,40
USG01770,CUST0667,2025-08-02,1993,263,43
USG01771,CUST1759,2025-05-15,2000,121,90
USG01772,CUST1173,2025-06-08,249,462,70
USG01773,CUST0156,2026-01-31,1287,500,15
USG01774,CUST0751,2026-04-10,167,347,86
USG01775,CUST0288,2025-04-27,297,163,70
USG01776,CUST1638,2025-08-15,404,454,16
USG01777,CUST0780,2025-09-15,1656,115,68
USG01778,CUST0232,2025-05-16,518,102,65
USG01779,CUST1588,2026-01-26,738,85,12
USG01780,CUST0523,2025-09-17,1111,224,90
USG01781,CUST0961,2025-12-29,1179,11,24
USG01782,CUST1233,2025-06-25,174,28,60
USG01783,CUST0270,2025-08-14,1751,77,56
USG01784,CUST0126,2026-01-22,752,289,78
USG01785,CUST1346,2025-10-25,1470,428,25
USG01786,CUST0015,2025-10-13,764,430,83
USG01787,CUST0595,2026-02-12,1757,425,75
USG01788,CUST1141,2026-01-07,504,112,51
USG01789,CUST0123,2025-07-14,248,315,71
USG01790,CUST1414,2025-06-16,1223,380,31
USG01791,CUST0085,2025-08-12,166,279,48
USG01792,CUST0575,2026-04-04,1760,497,38
USG01793,CUST1023,2025-10-18,649,352,99
USG01794,CUST1088,2025-05-14,1518,110,79
USG01795,CUST1574,2025-07-04,1940,451,75
USG01796,CUST1525,2025-11-21,1877,232,13
USG01797,CUST0255,2026-03-22,1920,403,55
USG01798,CUST0918,2025-08-16,1889,275,3
USG01799,CUST1239,2025-09-16,150,376,18
USG01800,CUST0889,2026-03-18,1891,417,33
USG01801,CUST1763,2026-01-19,1977,464,70
USG01802,CUST0419,2025-11-04,169,254,28
USG01803,CUST1544,2025-12-30,841,394,12
USG01804,CUST1744,2026-01-14,684,74,71
USG01805,CUST1747,2025-06-22,1617,38,85
USG01806,CUST0882,2026-01-04,689,437,38
USG01807,CUST0851,2025-08-23,1373,124,24
USG01808,CUST0544,2025-08-30,208,48,62
USG01809,CUST0081,2026-02-18,981,61,14
USG01810,CUST1925,2025-05-22,1561,185,88
USG01811,CUST1807,2025-06-04,1473,176,54
USG01812,CUST1105,2025-11-07,936,468,73
USG01813,CUST0053,2026-03-12,397,437,2
USG01814,CUST0553,2025-12-19,1486,295,40
USG01815,CUST1548,2025-08-22,1812,161,44
USG01816,CUST0748,2025-12-05,623,250,75
USG01817,CUST1689,2025-08-13,1650,31,70
USG01818,CUST1359,2025-11-05,1617,65,29
USG01819,CUST1076,2025-05-01,932,48,67
USG01820,CUST1854,2025-06-06,601,56,3
USG01821,CUST1450,2025-07-12,768,324,66
USG01822,CUST1666,2025-12-05,1442,262,39
USG01823,CUST1081,2025-06-29,1441,181,2
USG01824,CUST0616,2026-04-02,673,198,62
USG01825,CUST0670,2025-07-10,1523,12,85
USG01826,CUST0955,2025-12-10,293,95,63
USG01827,CUST0419,2026-01-12,715,10,60
USG01828,CUST1408,2025-10-04,1906,311,33
USG01829,CUST0067,2025-10-15,1682,400,91
USG01830,CUST1876,2025-12-31,1653,31,16
USG01831,CUST1448,2025-06-04,1667,322,48
USG01832,CUST0602,2026-03-23,293,326,92
USG01833,CUST1549,2026-02-14,658,383,24
USG01834,CUST0942,2025-11-05,400,466,9
USG01835,CUST0555,2025-12-23,1207,367,79
USG01836,CUST1891,2025-09-10,1692,402,41
USG01837,CUST1894,2025-07-30,1047,31,38
USG01838,CUST0774,2026-01-08,1587,158,77
USG01839,CUST0248,2026-03-26,1444,285,18
USG01840,CUST1637,2025-07-22,610,319,32
USG01841,CUST1751,2025-10-27,949,444,74
USG01842,CUST0828,2025-05-12,360,337,35
USG01843,CUST1518,2025-09-19,243,317,16
USG01844,CUST1772,2025-10-21,1756,173,25
USG01845,CUST0590,2025-05-25,1316,288,16
USG01846,CUST1066,2025-05-01,178,145,61
USG01847,CUST1253,2025-07-27,951,294,50
USG01848,CUST1705,2025-10-09,1603,495,62
