complaint_id,customer_id,complaint_type,description,status,created_date,resolved_date
CMP00360,CUST1938,Billing,Issue reported,Closed,2025-12-16,2025-12-16
CMP00361,CUST1139,Network,Issue reported,Open,2025-07-02,2025-07-02
CMP00362,CUST1425,Service,Issue reported,Closed,2025-09-23,2025-09-23
CMP00363,CUST1056,Network,Issue reported,Open,2025-11-09,2025-11-09
CMP00364,CUST0355,Billing,Issue reported,Open,2026-01-25,2026-01-25
CMP00365,CUST0631,Network,Issue reported,Open,2025-08-15,2025-08-15
CMP00366,CUST1527,Billing,Issue reported,Closed,2025-12-09,2025-12-09
CMP00367,CUST1618,Network,Issue reported,Open,2025-09-13,2025-09-13
CMP00368,CUST0372,Billing,Issue reported,Open,2025-12-13,2025-12-13
CMP00369,CUST0253,Network,Issue reported,Open,2025-06-22,2025-06-22
CMP00370,CUST1093,Network,Issue reported,Open,2025-12-20,2025-12-20
CMP00371,CUST1449,Billing,Issue reported,Closed,2025-07-07,2025-07-07
CMP00372,CUST0068,Billing,Issue reported,Closed,2025-10-20,2025-10-20
CMP00373,CUST1414,Service,Issue reported,Closed,2025-11-29,2025-11-29
CMP00374,CUST1600,Service,Issue reported,Open,2025-05-12,2025-05-12
CMP00375,CUST0316,Billing,Issue reported,Closed,2026-02-05,2026-02-05
CMP00376,CUST1059,Billing,Issue reported,Closed,2025-11-09,2025-11-09
CMP00377,CUST1997,Network,Issue reported,Closed,2025-09-03,2025-09-03
CMP00378,CUST1217,Service,Issue reported,Closed,2025-08-16,2025-08-16
CMP00379,CUST1424,Billing,Issue reported,Open,2026-01-10,2026-01-10
CMP00380,CUST0151,Billing,Issue reported,Open,2025-06-30,2025-06-30
CMP00381,CUST0457,Network,Issue reported,Open,2026-02-19,2026-02-19
CMP00382,CUST1520,Service,Issue reported,Closed,2025-06-18,2025-06-18
CMP00383,CUST1882,Billing,Issue reported,Closed,2026-03-25,2026-03-25
CMP00384,CUST0997,Billing,Issue reported,Closed,2025-04-30,2025-04-30
CMP00385,CUST1711,Network,Issue reported,Open,2026-01-01,2026-01-01
CMP00386,CUST1333,Network,Issue reported,Closed,2025-12-02,2025-12-02
CMP00387,CUST0277,Network,Issue reported,Closed,2025-05-07,2025-05-07
CMP00388,CUST0492,Network,Issue reported,Closed,2026-03-09,2026-03-09
CMP00389,CUST1634,Billing,Issue reported,Open,2025-10-04,2025-10-04
CMP00390,CUST0658,Billing,Issue reported,Open,2025-05-05,2025-05-05
CMP00391,CUST0467,Billing,Issue reported,Open,2025-06-21,2025-06-21
CMP00392,CUST0915,Billing,Issue reported,Closed,2025-12-22,2025-12-22
CMP00393,CUST1099,Network,Issue reported,Open,2026-02-16,2026-02-16
CMP00394,CUST1140,Billing,Issue reported,Open,2025-06-03,2025-06-03
CMP00395,CUST0955,Billing,Issue reported,Closed,2025-10-07,2025-10-07
CMP00396,CUST1704,Network,Issue reported,Open,2026-01-21,2026-01-21
CMP00397,CUST1553,Network,Issue reported,Open,2026-03-29,2026-03-29
CMP00398,CUST1767,Network,Issue reported,Open,2025-09-13,2025-09-13
CMP00399,CUST0498,Network,Issue reported,Open,2026-03-16,2026-03-16
CMP00400,CUST1651,Network,Issue reported,Open,2025-11-24,2025-11-24
CMP00401,CUST0623,Network,Issue reported,Closed,2026-03-18,2026-03-18
CMP00402,CUST1473,Network,Issue reported,Open,2025-12-11,2025-12-11
CMP00403,CUST1726,Service,Issue reported,Open,2026-03-12,2026-03-12
CMP00404,CUST0278,Service,Issue reported,Open,2025-09-17,2025-09-17
CMP00405,CUST1232,Service,Issue reported,Closed,2025-11-03,2025-11-03
CMP00406,CUST0132,Service,Issue reported,Open,2025-05-06,2025-05-06
CMP00407,CUST0758,Service,Issue reported,Closed,2025-09-24,2025-09-24
CMP00408,CUST1761,Service,Issue reported,Closed,2026-02-04,2026-02-04
CMP00409,CUST1477,Billing,Issue reported,Open,2025-12-20,2025-12-20
CMP00410,CUST1156,Service,Issue reported,Open,2025-11-29,2025-11-29
CMP00411,CUST0477,Service,Issue reported,Closed,2026-03-07,2026-03-07
CMP00412,CUST1880,Service,Issue reported,Closed,2025-08-01,2025-08-01
CMP00413,CUST1492,Service,Issue reported,Closed,2025-12-19,2025-12-19
CMP00414,CUST0024,Billing,Issue reported,Closed,2025-12-26,2025-12-26
CMP00415,CUST1306,Network,Issue reported,Closed,2026-02-19,2026-02-19
CMP00416,CUST0421,Billing,Issue reported,Closed,2025-07-08,2025-07-08
CMP00417,CUST0939,Service,Issue reported,Open,2025-09-03,2025-09-03
CMP00418,CUST0531,Service,Issue reported,Open,2025-10-24,2025-10-24
CMP00419,CUST0317,Billing,Issue reported,Closed,2025-05-01,2025-05-01
CMP00420,CUST1566,Service,Issue reported,Closed,2025-05-30,2025-05-30
CMP00421,CUST0915,Service,Issue reported,Closed,2026-03-09,2026-03-09
CMP00422,CUST0170,Network,Issue reported,Open,2025-07-10,2025-07-10
CMP00423,CUST0009,Network,Issue reported,Open,2026-01-19,2026-01-19
CMP00424,CUST1901,Service,Issue reported,Closed,2025-08-16,2025-08-16
CMP00425,CUST1773,Billing,Issue reported,Open,2025-08-30,2025-08-30
CMP00426,CUST1847,Billing,Issue reported,Open,2026-01-11,2026-01-11
CMP00427,CUST1170,Network,Issue reported,Closed,2026-04-10,2026-04-10
CMP00428,CUST1258,Network,Issue reported,Closed,2025-05-01,2025-05-01
CMP00429,CUST1594,Network,Issue reported,Open,2025-12-01,2025-12-01
CMP00430,CUST0677,Billing,Issue reported,Closed,2025-07-06,2025-07-06
CMP00431,CUST0937,Network,Issue reported,Closed,2025-05-10,2025-05-10
CMP00432,CUST0211,Billing,Issue reported,Closed,2025-12-10,2025-12-10
CMP00433,CUST0088,Network,Issue reported,Open,2025-10-10,2025-10-10
CMP00434,CUST1056,Network,Issue reported,Closed,2025-09-29,2025-09-29
CMP00435,CUST0158,Network,Issue reported,Open,2025-12-16,2025-12-16
CMP00436,CUST1232,Network,Issue reported,Closed,2025-10-02,2025-10-02
CMP00437,CUST0602,Network,Issue reported,Open,2026-01-10,2026-01-10
CMP00438,CUST1119,Network,Issue reported,Open,2025-07-02,2025-07-02
CMP00439,CUST1169,Billing,Issue reported,Closed,2025-04-24,2025-04-24
CMP00440,CUST1599,Service,Issue reported,Open,2025-05-12,2025-05-12
CMP00441,CUST0735,Billing,Issue reported,Closed,2025-08-18,2025-08-18
CMP00442,CUST1228,Network,Issue reported,Open,2025-06-23,2025-06-23
CMP00443,CUST0150,Network,Issue reported,Open,2025-06-12,2025-06-12
CMP00444,CUST1128,Network,Issue reported,Open,2025-06-09,2025-06-09
CMP00445,CUST0943,Service,Issue reported,Closed,2025-05-17,2025-05-17
CMP00446,CUST1368,Billing,Issue reported,Closed,2026-02-16,2026-02-16
CMP00447,CUST1565,Service,Issue reported,Open,2025-11-27,2025-11-27
CMP00448,CUST1393,Billing,Issue reported,Closed,2026-01-15,2026-01-15
CMP00449,CUST0853,Billing,Issue reported,Closed,2025-04-26,2025-04-26
CMP00450,CUST1252,Billing,Issue reported,Closed,2025-06-12,2025-06-12
CMP00451,CUST1077,Billing,Issue reported,Closed,2025-11-26,2025-11-26
CMP00452,CUST0828,Service,Issue reported,Open,2025-08-14,2025-08-14
CMP00453,CUST0888,Billing,Issue reported,Open,2025-07-06,2025-07-06
CMP00454,CUST1884,Billing,Issue reported,Open,2026-03-03,2026-03-03
CMP00455,CUST1760,Billing,Issue reported,Open,2025-11-30,2025-11-30
CMP00456,CUST0214,Network,Issue reported,Closed,2026-03-31,2026-03-31
CMP00457,CUST0024,Network,Issue reported,Closed,2025-04-30,2025-04-30
CMP00458,CUST1650,Network,Issue reported,Open,2025-08-16,2025-08-16
CMP00459,CUST0457,Service,Issue reported,Closed,2025-11-28,2025-11-28
CMP00460,CUST1803,Billing,Issue reported,Open,2026-02-14,2026-02-14
CMP00461,CUST1901,Billing,Issue reported,Closed,2025-11-22,2025-11-22
CMP00462,CUST0730,Billing,Issue reported,Open,2025-04-28,2025-04-28
CMP00463,CUST1992,Service,Issue reported,Open,2026-04-18,2026-04-18
CMP00464,CUST0462,Billing,Issue reported,Closed,2026-01-16,2026-01-16
CMP00465,CUST1357,Network,Issue reported,Open,2026-01-23,2026-01-23
CMP00466,CUST1250,Network,Issue reported,Closed,2025-06-30,2025-06-30
CMP00467,CUST1086,Billing,Issue reported,Closed,2025-07-30,2025-07-30
CMP00468,CUST1606,Billing,Issue reported,Closed,2026-02-11,2026-02-11
CMP00469,CUST0340,Service,Issue reported,Closed,2025-12-06,2025-12-06
CMP00470,CUST0682,Network,Issue reported,Closed,2025-05-28,2025-05-28
CMP00471,CUST0335,Service,Issue reported,Closed,2026-02-18,2026-02-18
CMP00472,CUST0165,Billing,Issue reported,Closed,2025-10-02,2025-10-02
CMP00473,CUST1115,Network,Issue reported,Closed,2026-03-31,2026-03-31
CMP00474,CUST0745,Billing,Issue reported,Open,2026-03-19,2026-03-19
CMP00475,CUST0641,Network,Issue reported,Closed,2025-07-07,2025-07-07
CMP00476,CUST1233,Billing,Issue reported,Closed,2026-01-20,2026-01-20
CMP00477,CUST0508,Billing,Issue reported,Open,2026-02-28,2026-02-28
CMP00478,CUST0014,Billing,Issue reported,Open,2026-02-21,2026-02-21
CMP00479,CUST0830,Service,Issue reported,Closed,2025-10-26,2025-10-26
CMP00480,CUST1405,Network,Issue reported,Open,2025-12-05,2025-12-05
CMP00481,CUST0430,Service,Issue reported,Closed,2025-06-12,2025-06-12
CMP00482,CUST1985,Service,Issue reported,Open,2026-02-15,2026-02-15
CMP00483,CUST1166,Service,Issue reported,Closed,2025-05-07,2025-05-07
CMP00484,CUST0303,Network,Issue reported,Open,2025-09-03,2025-09-03
CMP00485,CUST1170,Service,Issue reported,Closed,2025-12-25,2025-12-25
CMP00486,CUST1052,Billing,Issue reported,Open,2025-05-16,2025-05-16
CMP00487,CUST0507,Network,Issue reported,Closed,2025-07-06,2025-07-06
CMP00488,CUST1102,Service,Issue reported,Closed,2025-07-11,2025-07-11
CMP00489,CUST1582,Service,Issue reported,Closed,2026-01-11,2026-01-11
CMP00490,CUST0606,Network,Issue reported,Open,2025-07-08,2025-07-08
CMP00491,CUST1491,Network,Issue reported,Closed,2025-07-27,2025-07-27
CMP00492,CUST0607,Network,Issue reported,Open,2025-06-20,2025-06-20
CMP00493,CUST0239,Billing,Issue reported,Closed,2026-01-08,2026-01-08
CMP00494,CUST1721,Service,Issue reported,Closed,2025-11-03,2025-11-03
CMP00495,CUST1470,Billing,Issue reported,Closed,2025-06-18,2025-06-18
CMP00496,CUST0803,Network,Issue reported,Closed,2026-04-09,2026-04-09
CMP00497,CUST1181,Service,Issue reported,Open,2025-05-23,2025-05-23
CMP00498,CUST1618,Network,Issue reported,Closed,2025-09-03,2025-09-03
CMP00499,CUST1227,Service,Issue reported,Closed,2025-04-30,2025-04-30
CMP00500,CUST0837,Network,Issue reported,Open,2025-11-28,2025-11-28
CMP00501,CUST0791,Service,Issue reported,Closed,2025-09-11,2025-09-11
CMP00502,CUST0692,Billing,Issue reported,Open,2025-05-01,2025-05-01
CMP00503,CUST1190,Billing,Issue reported,Closed,2025-11-07,2025-11-07
CMP00504,CUST1326,Service,Issue reported,Closed,2025-09-17,2025-09-17
CMP00505,CUST1307,Network,Issue reported,Open,2026-01-31,2026-01-31
CMP00506,CUST1953,Billing,Issue reported,Closed,2026-01-25,2026-01-25
CMP00507,CUST0613,Service,Issue reported,Closed,2025-06-08,2025-06-08
CMP00508,CUST1063,Network,Issue reported,Closed,2026-03-16,2026-03-16
CMP00509,CUST0586,Service,Issue reported,Closed,2026-01-14,2026-01-14
CMP00510,CUST0883,Network,Issue reported,Open,2025-12-26,2025-12-26
CMP00511,CUST1013,Service,Issue reported,Open,2025-09-11,2025-09-11
CMP00512,CUST0016,Network,Issue reported,Closed,2025-07-12,2025-07-12
CMP00513,CUST1299,Billing,Issue reported,Closed,2025-12-05,2025-12-05
CMP00514,CUST1813,Billing,Issue reported,Open,2025-09-19,2025-09-19
CMP00515,CUST1153,Service,Issue reported,Open,2025-05-11,2025-05-11
CMP00516,CUST1526,Service,Issue reported,Closed,2025-11-03,2025-11-03
CMP00517,CUST1132,Billing,Issue reported,Closed,2025-11-06,2025-11-06
CMP00518,CUST0865,Network,Issue reported,Open,2025-11-14,2025-11-14
CMP00519,CUST1750,Service,Issue reported,Closed,2026-04-16,2026-04-16
CMP00520,CUST0411,Billing,Issue reported,Closed,2025-10-29,2025-10-29
CMP00521,CUST1017,Network,Issue reported,Open,2025-08-05,2025-08-05
CMP00522,CUST1546,Billing,Issue reported,Open,2025-10-28,2025-10-28
CMP00523,CUST1200,Network,Issue reported,Open,2025-11-12,2025-11-12
CMP00524,CUST1044,Service,Issue reported,Closed,2025-08-18,2025-08-18
CMP00525,CUST1603,Service,Issue reported,Closed,2025-11-09,2025-11-09
CMP00526,CUST0946,Network,Issue reported,Closed,2025-12-21,2025-12-21
CMP00527,CUST0341,Billing,Issue reported,Closed,2025-05-09,2025-05-09
CMP00528,CUST1725,Service,Issue reported,Open,2025-11-17,2025-11-17
CMP00529,CUST1055,Network,Issue reported,Open,2026-03-06,2026-03-06
CMP00530,CUST1261,Network,Issue reported,Closed,2025-08-13,2025-08-13
CMP00531,CUST1467,Network,Issue reported,Closed,2025-07-15,2025-07-15
CMP00532,CUST1447,Billing,Issue reported,Open,2025-05-25,2025-05-25
CMP00533,CUST1245,Network,Issue reported,Closed,2026-01-19,2026-01-19
CMP00534,CUST0847,Network,Issue reported,Closed,2025-07-27,2025-07-27
CMP00535,CUST1007,Billing,Issue reported,Closed,2025-12-16,2025-12-16
CMP00536,CUST0599,Billing,Issue reported,Closed,2025-12-06,2025-12-06
CMP00537,CUST0719,Service,Issue reported,Open,2025-08-05,2025-08-05
CMP00538,CUST1846,Service,Issue reported,Open,2025-10-20,2025-10-20
CMP00539,CUST1775,Service,Issue reported,Open,2025-08-07,2025-08-07
CMP00540,CUST1564,Service,Issue reported,Closed,2025-06-13,2025-06-13
CMP00541,CUST0338,Service,Issue reported,Closed,2025-05-16,2025-05-16
CMP00542,CUST0813,Network,Issue reported,Open,2025-08-14,2025-08-14
CMP00543,CUST1574,Service,Issue reported,Open,2025-07-15,2025-07-15
CMP00544,CUST0305,Service,Issue reported,Open,2025-12-05,2025-12-05
CMP00545,CUST0779,Network,Issue reported,Open,2025-11-20,2025-11-20
CMP00546,CUST1845,Service,Issue reported,Open,2025-09-27,2025-09-27
CMP00547,CUST1923,Billing,Issue reported,Open,2026-02-14,2026-02-14
CMP00548,CUST0155,Network,Issue reported,Open,2025-07-29,2025-07-29
CMP00549,CUST0700,Network,Issue reported,Open,2025-08-08,2025-08-08
CMP00550,CUST1845,Network,Issue reported,Closed,2025-08-11,2025-08-11
CMP00551,CUST1598,Network,Issue reported,Closed,2025-10-08,2025-10-08
CMP00552,CUST1338,Service,Issue reported,Closed,2026-02-02,2026-02-02
CMP00553,CUST0154,Billing,Issue reported,Open,2025-08-25,2025-08-25
CMP00554,CUST0831,Billing,Issue reported,Closed,2026-04-15,2026-04-15
CMP00555,CUST0560,Network,Issue reported,Closed,2025-05-12,2025-05-12
CMP00556,CUST1116,Billing,Issue reported,Closed,2026-03-07,2026-03-07
CMP00557,CUST1916,Network,Issue reported,Open,2025-06-18,2025-06-18
CMP00558,CUST0193,Billing,Issue reported,Closed,2025-05-29,2025-05-29
CMP00559,CUST1934,Network,Issue reported,Closed,2025-08-24,2025-08-24
CMP00560,CUST0452,Service,Issue reported,Closed,2026-02-18,2026-02-18
CMP00561,CUST1306,Billing,Issue reported,Closed,2025-11-13,2025-11-13
CMP00562,CUST1401,Service,Issue reported,Open,2025-12-14,2025-12-14
CMP00563,CUST0819,Service,Issue reported,Open,2026-02-04,2026-02-04
CMP00564,CUST1598,Network,Issue reported,Open,2025-06-19,2025-06-19
CMP00565,CUST0772,Service,Issue reported,Open,2026-02-20,2026-02-20
CMP00566,CUST0783,Service,Issue reported,Open,2026-01-19,2026-01-19
CMP00567,CUST1629,Billing,Issue reported,Closed,2026-02-04,2026-02-04
CMP00568,CUST1403,Network,Issue reported,Closed,2026-01-14,2026-01-14
CMP00569,CUST1364,Service,Issue reported,Open,2025-06-19,2025-06-19
CMP00570,CUST1713,Billing,Issue reported,Open,2025-12-30,2025-12-30
CMP00571,CUST1599,Service,Issue reported,Open,2026-02-15,2026-02-15
CMP00572,CUST0727,Billing,Issue reported,Closed,2026-01-04,2026-01-04
CMP00573,CUST1155,Network,Issue reported,Closed,2025-09-01,2025-09-01
CMP00574,CUST1583,Service,Issue reported,Open,2025-09-04,2025-09-04
CMP00575,CUST1882,Network,Issue reported,Open,2025-08-01,2025-08-01
CMP00576,CUST0839,Billing,Issue reported,Open,2025-12-07,2025-12-07
CMP00577,CUST0074,Network,Issue reported,Closed,2025-10-14,2025-10-14
CMP00578,CUST1288,Billing,Issue reported,Closed,2025-11-09,2025-11-09
CMP00579,CUST0148,Billing,Issue reported,Open,2025-12-21,2025-12-21
CMP00580,CUST1177,Billing,Issue reported,Closed,2026-03-30,2026-03-30
CMP00581,CUST0005,Billing,Issue reported,Closed,2025-08-27,2025-08-27
CMP00582,CUST0769,Network,Issue reported,Closed,2025-11-21,2025-11-21
CMP00583,CUST0861,Billing,Issue reported,Closed,2026-02-15,2026-02-15
CMP00584,CUST0765,Billing,Issue reported,Open,2025-10-13,2025-10-13
CMP00585,CUST1265,Service,Issue reported,Closed,2025-07-06,2025-07-06
CMP00586,CUST0255,Service,Issue reported,Closed,2025-06-03,2025-06-03
CMP00587,CUST1561,Service,Issue reported,Open,2026-02-01,2026-02-01
CMP00588,CUST0768,Service,Issue reported,Closed,2025-10-05,2025-10-05
CMP00589,CUST0084,Billing,Issue reported,Closed,2025-12-14,2025-12-14
CMP00590,CUST0711,Network,Issue reported,Closed,2025-08-21,2025-08-21
CMP00591,CUST1224,Service,Issue reported,Open,2025-07-30,2025-07-30
CMP00592,CUST0960,Billing,Issue reported,Closed,2025-07-12,2025-07-12
CMP00593,CUST1095,Network,Issue reported,Open,2025-07-12,2025-07-12
CMP00594,CUST0114,Service,Issue reported,Open,2025-07-30,2025-07-30
CMP00595,CUST1950,Billing,Issue reported,Open,2025-06-15,2025-06-15
CMP00596,CUST1734,Network,Issue reported,Closed,2025-09-13,2025-09-13
CMP00597,CUST0622,Network,Issue reported,Open,2025-11-13,2025-11-13
CMP00598,CUST0194,Network,Issue reported,Open,2025-05-09,2025-05-09
CMP00599,CUST1659,Service,Issue reported,Closed,2026-03-18,2026-03-18
CMP00600,CUST1321,Service,Issue reported,Closed,2025-11-05,2025-11-05
CMP00601,CUST1407,Service,Issue reported,Closed,2025-11-07,2025-11-07
CMP00602,CUST1597,Service,Issue reported,Closed,2025-11-22,2025-11-22
CMP00603,CUST0636,Network,Issue reported,Closed,2026-04-10,2026-04-10
CMP00604,CUST0241,Network,Issue reported,Closed,2026-04-19,2026-04-19
CMP00605,CUST0162,Billing,Issue reported,Open,2026-04-17,2026-04-17
CMP00606,CUST1730,Network,Issue reported,Open,2025-10-06,2025-10-06
CMP00607,CUST0632,Network,Issue reported,Closed,2026-02-15,2026-02-15
CMP00608,CUST1670,Network,Issue reported,Closed,2026-01-22,2026-01-22
CMP00609,CUST0437,Billing,Issue reported,Closed,2025-11-14,2025-11-14
CMP00610,CUST1784,Billing,Issue reported,Closed,2026-01-12,2026-01-12
CMP00611,CUST0703,Billing,Issue reported,Closed,2025-06-30,2025-06-30
CMP00612,CUST1550,Service,Issue reported,Closed,2026-03-07,2026-03-07
CMP00613,CUST0129,Network,Issue reported,Open,2025-09-30,2025-09-30
CMP00614,CUST0179,Network,Issue reported,Open,2025-07-02,2025-07-02
CMP00615,CUST0939,Service,Issue reported,Closed,2025-06-08,2025-06-08
CMP00616,CUST1294,Network,Issue reported,Closed,2025-12-14,2025-12-14
CMP00617,CUST0098,Billing,Issue reported,Open,2026-02-08,2026-02-08
CMP00618,CUST1910,Billing,Issue reported,Closed,2026-02-08,2026-02-08
CMP00619,CUST1745,Network,Issue reported,Closed,2026-01-03,2026-01-03
CMP00620,CUST1314,Billing,Issue reported,Closed,2025-08-27,2025-08-27
CMP00621,CUST1718,Service,Issue reported,Closed,2025-11-27,2025-11-27
CMP00622,CUST1068,Network,Issue reported,Open,2025-08-03,2025-08-03
CMP00623,CUST0324,Service,Issue reported,Open,2026-01-11,2026-01-11
CMP00624,CUST0580,Billing,Issue reported,Open,2025-10-28,2025-10-28
CMP00625,CUST0975,Service,Issue reported,Closed,2025-06-08,2025-06-08
CMP00626,CUST1639,Service,Issue reported,Closed,2025-04-22,2025-04-22
CMP00627,CUST1859,Network,Issue reported,Open,2025-11-25,2025-11-25
CMP00628,CUST0831,Network,Issue reported,Closed,2026-04-21,2026-04-21
CMP00629,CUST1273,Network,Issue reported,Closed,2025-06-17,2025-06-17
CMP00630,CUST1547,Billing,Issue reported,Closed,2025-08-27,2025-08-27
CMP00631,CUST1473,Service,Issue reported,Open,2026-01-25,2026-01-25
CMP00632,CUST0472,Service,Issue reported,Closed,2026-04-13,2026-04-13
CMP00633,CUST1510,Network,Issue reported,Closed,2026-02-20,2026-02-20
CMP00634,CUST0763,Network,Issue reported,Closed,2025-10-09,2025-10-09
CMP00635,CUST0664,Service,Issue reported,Open,2025-10-28,2025-10-28
CMP00636,CUST0466,Service,Issue reported,Open,2025-10-20,2025-10-20
CMP00637,CUST0150,Billing,Issue reported,Closed,2025-08-06,2025-08-06
CMP00638,CUST0056,Network,Issue reported,Closed,2025-07-10,2025-07-10
CMP00639,CUST1430,Service,Issue reported,Open,2025-05-28,2025-05-28
CMP00640,CUST0433,Service,Issue reported,Open,2025-12-15,2025-12-15
CMP00641,CUST1747,Billing,Issue reported,Closed,2025-12-14,2025-12-14
CMP00642,CUST0195,Service,Issue reported,Closed,2026-01-26,2026-01-26
CMP00643,CUST1417,Service,Issue reported,Closed,2025-08-20,2025-08-20
CMP00644,CUST0733,Billing,Issue reported,Open,2025-07-24,2025-07-24
CMP00645,CUST0400,Service,Issue reported,Open,2025-11-26,2025-11-26
CMP00646,CUST1892,Service,Issue reported,Open,2025-09-02,2025-09-02
CMP00647,CUST1709,Service,Issue reported,Open,2025-05-13,2025-05-13
CMP00648,CUST1318,Billing,Issue reported,Closed,2025-12-05,2025-12-05
CMP00649,CUST1437,Service,Issue reported,Closed,2025-07-03,2025-07-03
CMP00650,CUST1551,Service,Issue reported,Open,2025-10-14,2025-10-14
CMP00651,CUST1617,Service,Issue reported,Closed,2025-11-17,2025-11-17
CMP00652,CUST0184,Service,Issue reported,Closed,2025-09-03,2025-09-03
CMP00653,CUST1945,Network,Issue reported,Open,2026-02-10,2026-02-10
CMP00654,CUST1008,Network,Issue reported,Open,2026-03-07,2026-03-07
CMP00655,CUST0645,Network,Issue reported,Closed,2025-04-24,2025-04-24
CMP00656,CUST1932,Billing,Issue reported,Closed,2025-08-22,2025-08-22
CMP00657,CUST1782,Service,Issue reported,Closed,2025-12-26,2025-12-26
CMP00658,CUST0456,Service,Issue reported,Closed,2026-03-20,2026-03-20
CMP00659,CUST0279,Network,Issue reported,Closed,2025-08-31,2025-08-31
CMP00660,CUST1204,Network,Issue reported,Closed,2026-04-06,2026-04-06
CMP00661,CUST0026,Billing,Issue reported,Closed,2025-05-04,2025-05-04
CMP00662,CUST0914,Service,Issue reported,Open,2025-05-08,2025-05-08
CMP00663,CUST1555,Network,Issue reported,Closed,2026-04-11,2026-04-11
CMP00664,CUST0925,Network,Issue reported,Open,2025-06-26,2025-06-26
CMP00665,CUST1709,Billing,Issue reported,Closed,2025-07-12,2025-07-12
CMP00666,CUST1520,Network,Issue reported,Open,2025-04-25,2025-04-25
CMP00667,CUST0160,Service,Issue reported,Open,2025-10-23,2025-10-23
CMP00668,CUST1428,Network,Issue reported,Open,2025-08-17,2025-08-17
CMP00669,CUST0299,Billing,Issue reported,Open,2025-11-30,2025-11-30
CMP00670,CUST0968,Network,Issue reported,Closed,2025-08-11,2025-08-11
CMP00671,CUST1496,Billing,Issue reported,Open,2025-10-29,2025-10-29
CMP00672,CUST0321,Billing,Issue reported,Open,2025-12-23,2025-12-23
CMP00673,CUST1685,Service,Issue reported,Closed,2025-05-20,2025-05-20
CMP00674,CUST0548,Service,Issue reported,Open,2025-10-07,2025-10-07
CMP00675,CUST1310,Billing,Issue reported,Closed,2025-06-24,2025-06-24
CMP00676,CUST1957,Service,Issue reported,Open,2026-03-15,2026-03-15
CMP00677,CUST1127,Service,Issue reported,Closed,2025-06-19,2025-06-19
CMP00678,CUST0688,Service,Issue reported,Closed,2026-02-08,2026-02-08
CMP00679,CUST0459,Billing,Issue reported,Closed,2025-12-26,2025-12-26
CMP00680,CUST0867,Billing,Issue reported,Closed,2026-02-15,2026-02-15
CMP00681,CUST0467,Network,Issue reported,Open,2025-06-16,2025-06-16
CMP00682,CUST0698,Billing,Issue reported,Closed,2025-10-08,2025-10-08
CMP00683,CUST0989,Billing,Issue reported,Closed,2025-11-11,2025-11-11
CMP00684,CUST1182,Billing,Issue reported,Closed,2025-05-12,2025-05-12
CMP00685,CUST1787,Service,Issue reported,Open,2026-03-16,2026-03-16
CMP00686,CUST0936,Billing,Issue reported,Closed,2025-06-21,2025-06-21
CMP00687,CUST1329,Network,Issue reported,Open,2026-02-12,2026-02-12
CMP00688,CUST0112,Billing,Issue reported,Open,2025-05-31,2025-05-31
CMP00689,CUST1057,Service,Issue reported,Closed,2025-06-28,2025-06-28
CMP00690,CUST1070,Billing,Issue reported,Open,2025-07-24,2025-07-24
CMP00691,CUST1920,Billing,Issue reported,Closed,2025-11-06,2025-11-06
CMP00692,CUST1509,Network,Issue reported,Open,2026-03-26,2026-03-26
CMP00693,CUST1827,Billing,Issue reported,Closed,2026-04-11,2026-04-11
CMP00694,CUST1227,Service,Issue reported,Open,2025-07-06,2025-07-06
CMP00695,CUST0603,Service,Issue reported,Closed,2025-08-25,2025-08-25
CMP00696,CUST0091,Billing,Issue reported,Closed,2026-04-06,2026-04-06
CMP00697,CUST1193,Billing,Issue reported,Open,2025-07-19,2025-07-19
CMP00698,CUST0810,Billing,Issue reported,Closed,2025-11-16,2025-11-16
CMP00699,CUST0794,Network,Issue reported,Closed,2026-03-10,2026-03-10
CMP00700,CUST1200,Network,Issue reported,Open,2025-04-27,2025-04-27
CMP00701,CUST1642,Billing,Issue reported,Open,2025-11-05,2025-11-05
CMP00702,CUST0784,Billing,Issue reported,Closed,2025-10-16,2025-10-16
CMP00703,CUST1410,Network,Issue reported,Closed,2026-03-14,2026-03-14
CMP00704,CUST0883,Network,Issue reported,Open,2025-12-20,2025-12-20
CMP00705,CUST1902,Network,Issue reported,Open,2025-11-03,2025-11-03
CMP00706,CUST0104,Network,Issue reported,Closed,2025-12-30,2025-12-30
CMP00707,CUST0641,Service,Issue reported,Open,2026-03-10,2026-03-10
CMP00708,CUST1146,Network,Issue reported,Open,2025-05-18,2025-05-18
CMP00709,CUST1491,Service,Issue reported,Open,2026-04-19,2026-04-19
CMP00710,CUST1589,Service,Issue reported,Closed,2025-10-12,2025-10-12
CMP00711,CUST0129,Network,Issue reported,Closed,2025-06-22,2025-06-22
CMP00712,CUST0187,Service,Issue reported,Closed,2025-06-14,2025-06-14
CMP00713,CUST0558,Service,Issue reported,Closed,2025-12-14,2025-12-14
CMP00714,CUST1941,Network,Issue reported,Open,2025-08-16,2025-08-16
CMP00715,CUST1507,Service,Issue reported,Open,2026-01-31,2026-01-31
CMP00716,CUST0410,Billing,Issue reported,Open,2026-01-31,2026-01-31
CMP00717,CUST0531,Service,Issue reported,Open,2025-05-15,2025-05-15
CMP00718,CUST0920,Network,Issue reported,Open,2025-07-07,2025-07-07
