recharge_id,customer_id,recharge_date,amount,payment_mode
REC00573,CUST0436,2026-02-04,149,NetBanking
REC00574,CUST1252,2025-05-19,249,NetBanking
REC00575,CUST0220,2025-06-14,149,UPI
REC00576,CUST1235,2026-03-20,299,NetBanking
REC00577,CUST0811,2025-09-24,149,NetBanking
REC00578,CUST0109,2026-01-03,299,UPI
REC00579,CUST0791,2025-11-21,199,NetBanking
REC00580,CUST1818,2025-10-20,149,UPI
REC00581,CUST0227,2026-04-18,249,Card
REC00582,CUST1073,2025-08-07,399,NetBanking
REC00583,CUST1217,2025-09-23,249,UPI
REC00584,CUST1182,2025-04-22,199,Card
REC00585,CUST0504,2025-07-20,399,UPI
REC00586,CUST0481,2025-06-29,249,UPI
REC00587,CUST0721,2025-07-15,149,NetBanking
REC00588,CUST0885,2026-02-16,149,UPI
REC00589,CUST0966,2025-12-24,299,Card
REC00590,CUST1078,2025-06-01,199,Card
REC00591,CUST1663,2025-07-26,199,NetBanking
REC00592,CUST0103,2025-05-25,249,NetBanking
REC00593,CUST0443,2026-03-27,149,UPI
REC00594,CUST0024,2026-03-30,399,NetBanking
REC00595,CUST0684,2025-06-09,199,UPI
REC00596,CUST1531,2026-02-09,299,Card
REC00597,CUST0613,2025-05-10,299,UPI
REC00598,CUST0833,2025-10-23,249,Card
REC00599,CUST0213,2025-06-29,299,UPI
REC00600,CUST0923,2025-10-19,249,NetBanking
REC00601,CUST1642,2026-02-10,399,UPI
REC00602,CUST0895,2026-04-15,199,UPI
REC00603,CUST1534,2025-10-16,299,UPI
REC00604,CUST1444,2025-04-27,399,NetBanking
REC00605,CUST0860,2025-05-24,149,UPI
REC00606,CUST0730,2025-09-15,399,NetBanking
REC00607,CUST1436,2025-09-17,149,Card
REC00608,CUST0691,2025-06-22,199,UPI
REC00609,CUST0831,2026-04-20,299,NetBanking
REC00610,CUST1970,2025-10-24,149,UPI
REC00611,CUST0615,2025-10-22,299,NetBanking
REC00612,CUST1877,2025-06-09,299,Card
REC00613,CUST1425,2025-09-01,299,NetBanking
REC00614,CUST1536,2025-09-03,199,Card
REC00615,CUST1541,2026-03-11,399,NetBanking
REC00616,CUST1089,2026-01-04,299,NetBanking
REC00617,CUST0525,2025-09-20,199,Card
REC00618,CUST0056,2025-05-20,149,NetBanking
REC00619,CUST0235,2026-02-04,399,UPI
REC00620,CUST0018,2025-06-08,249,Card
REC00621,CUST1297,2025-11-24,149,UPI
REC00622,CUST1773,2025-07-20,299,NetBanking
REC00623,CUST1994,2025-04-30,199,Card
REC00624,CUST1282,2025-09-28,399,Card
REC00625,CUST1177,2025-05-15,249,NetBanking
REC00626,CUST1692,2025-06-29,399,UPI
REC00627,CUST0545,2026-02-04,299,NetBanking
REC00628,CUST0290,2025-06-30,299,UPI
REC00629,CUST0629,2025-08-22,199,Card
REC00630,CUST1284,2026-01-24,249,NetBanking
REC00631,CUST1029,2025-09-27,199,Card
REC00632,CUST1885,2025-05-01,399,Card
REC00633,CUST1390,2025-09-20,149,NetBanking
REC00634,CUST0844,2025-10-28,399,Card
REC00635,CUST0547,2025-08-28,149,NetBanking
REC00636,CUST0333,2026-01-16,249,NetBanking
REC00637,CUST0199,2025-06-12,249,NetBanking
REC00638,CUST1100,2026-03-27,299,UPI
REC00639,CUST0946,2025-12-23,299,UPI
REC00640,CUST0719,2026-03-10,399,NetBanking
REC00641,CUST1558,2026-02-24,399,Card
REC00642,CUST1461,2026-04-13,399,UPI
REC00643,CUST1574,2025-08-11,149,Card
REC00644,CUST1507,2025-09-25,249,Card
REC00645,CUST1971,2026-01-01,149,Card
REC00646,CUST0211,2025-07-29,249,NetBanking
REC00647,CUST1722,2025-12-16,299,Card
REC00648,CUST1277,2025-08-03,399,UPI
REC00649,CUST1347,2025-11-26,399,Card
REC00650,CUST1634,2026-03-25,249,NetBanking
REC00651,CUST1823,2025-09-03,299,NetBanking
REC00652,CUST0841,2025-11-11,399,UPI
REC00653,CUST1099,2025-06-24,149,UPI
REC00654,CUST0281,2026-04-01,399,UPI
REC00655,CUST0276,2025-05-17,299,UPI
REC00656,CUST0425,2026-02-06,199,UPI
REC00657,CUST0415,2026-02-17,299,NetBanking
REC00658,CUST1760,2025-08-17,399,UPI
REC00659,CUST1800,2026-02-02,249,Card
REC00660,CUST1415,2025-08-04,299,UPI
REC00661,CUST0961,2025-10-22,149,UPI
REC00662,CUST1610,2025-06-02,399,Card
REC00663,CUST0742,2025-07-09,149,Card
REC00664,CUST0095,2025-09-12,399,Card
REC00665,CUST0781,2025-10-01,249,UPI
REC00666,CUST1959,2025-05-14,399,UPI
REC00667,CUST1134,2025-04-25,199,Card
REC00668,CUST1537,2025-04-24,149,NetBanking
REC00669,CUST0113,2026-03-11,149,UPI
REC00670,CUST1256,2026-02-11,299,NetBanking
REC00671,CUST0721,2025-05-07,149,Card
REC00672,CUST1200,2026-03-16,249,NetBanking
REC00673,CUST1287,2025-05-30,399,Card
REC00674,CUST0265,2026-03-05,149,NetBanking
REC00675,CUST0605,2025-08-30,249,NetBanking
REC00676,CUST0156,2025-05-01,399,Card
REC00677,CUST1641,2026-03-19,149,UPI
REC00678,CUST1570,2026-03-25,149,UPI
REC00679,CUST0004,2025-08-04,199,UPI
REC00680,CUST0889,2025-09-04,399,NetBanking
REC00681,CUST0479,2026-01-06,149,NetBanking
REC00682,CUST0258,2026-04-21,199,Card
REC00683,CUST0168,2025-12-19,399,NetBanking
REC00684,CUST1796,2025-05-23,399,Card
REC00685,CUST1453,2025-08-25,399,NetBanking
REC00686,CUST1383,2025-10-01,149,NetBanking
REC00687,CUST1295,2025-04-27,149,UPI
REC00688,CUST0226,2025-12-26,299,UPI
REC00689,CUST1134,2025-06-09,249,NetBanking
REC00690,CUST1178,2025-12-14,149,UPI
REC00691,CUST0959,2025-07-10,299,NetBanking
REC00692,CUST0679,2025-08-17,249,NetBanking
REC00693,CUST1996,2025-05-09,199,Card
REC00694,CUST0334,2026-01-27,299,NetBanking
REC00695,CUST1487,2026-02-02,299,UPI
REC00696,CUST0969,2025-05-28,399,NetBanking
REC00697,CUST0695,2026-01-28,249,Card
REC00698,CUST1277,2026-03-25,149,UPI
REC00699,CUST0640,2026-01-19,149,Card
REC00700,CUST1416,2026-03-30,149,NetBanking
REC00701,CUST0316,2025-08-30,199,NetBanking
REC00702,CUST0686,2026-04-04,299,NetBanking
REC00703,CUST0024,2025-11-05,199,UPI
REC00704,CUST0189,2025-10-12,149,Card
REC00705,CUST1371,2025-09-02,199,UPI
REC00706,CUST0555,2025-12-16,399,Card
REC00707,CUST0748,2025-11-21,399,NetBanking
REC00708,CUST1048,2026-01-05,399,NetBanking
REC00709,CUST0903,2026-04-12,299,NetBanking
REC00710,CUST0864,2025-12-10,399,Card
REC00711,CUST1793,2025-05-04,249,Card
REC00712,CUST0268,2025-10-13,399,UPI
REC00713,CUST1496,2025-09-23,199,Card
REC00714,CUST0308,2026-03-15,249,UPI
REC00715,CUST0434,2025-10-04,399,UPI
REC00716,CUST1813,2026-03-27,299,Card
REC00717,CUST0319,2025-12-16,399,NetBanking
REC00718,CUST0462,2025-11-30,149,UPI
REC00719,CUST1936,2025-10-05,249,Card
REC00720,CUST1595,2025-12-21,299,Card
REC00721,CUST1410,2025-11-25,299,Card
REC00722,CUST0121,2025-12-13,149,Card
REC00723,CUST0323,2026-03-10,299,Card
REC00724,CUST1979,2025-07-19,149,NetBanking
REC00725,CUST0965,2025-10-27,299,UPI
REC00726,CUST0900,2025-07-18,249,UPI
REC00727,CUST1734,2025-09-10,199,NetBanking
REC00728,CUST1567,2025-10-27,249,NetBanking
REC00729,CUST0825,2025-04-24,199,NetBanking
REC00730,CUST1620,2025-06-09,149,NetBanking
REC00731,CUST0341,2025-08-13,399,UPI
REC00732,CUST0574,2026-03-21,399,NetBanking
REC00733,CUST1404,2025-08-18,199,NetBanking
REC00734,CUST1411,2025-05-13,299,UPI
REC00735,CUST1208,2025-09-06,399,UPI
REC00736,CUST1701,2025-12-13,249,NetBanking
REC00737,CUST1776,2026-03-19,199,Card
REC00738,CUST0898,2025-06-28,399,NetBanking
REC00739,CUST0146,2025-10-07,149,NetBanking
REC00740,CUST0870,2026-04-08,199,Card
REC00741,CUST1784,2025-04-25,249,Card
REC00742,CUST0528,2025-11-12,149,Card
REC00743,CUST1582,2026-03-17,399,NetBanking
REC00744,CUST1661,2025-12-26,299,UPI
REC00745,CUST0438,2025-10-20,249,Card
REC00746,CUST0300,2026-01-22,199,Card
REC00747,CUST1836,2025-10-01,399,Card
REC00748,CUST0996,2025-06-14,149,NetBanking
REC00749,CUST0622,2025-07-12,199,NetBanking
REC00750,CUST0430,2025-10-11,399,Card
REC00751,CUST1270,2025-05-26,199,UPI
REC00752,CUST0676,2025-05-14,249,UPI
REC00753,CUST0046,2026-02-05,199,UPI
REC00754,CUST0234,2025-12-31,299,NetBanking
REC00755,CUST1256,2025-12-04,199,Card
REC00756,CUST0442,2026-02-21,199,NetBanking
REC00757,CUST1640,2025-10-08,249,UPI
REC00758,CUST1611,2025-10-15,399,Card
REC00759,CUST0322,2025-05-11,249,Card
REC00760,CUST1508,2026-01-22,399,UPI
REC00761,CUST1362,2026-03-21,299,NetBanking
REC00762,CUST1644,2025-11-05,399,NetBanking
REC00763,CUST0162,2025-05-18,249,Card
REC00764,CUST0548,2025-06-07,199,Card
REC00765,CUST1819,2025-11-02,199,Card
REC00766,CUST1067,2025-04-26,199,Card
REC00767,CUST1935,2025-09-11,149,NetBanking
REC00768,CUST1177,2026-04-15,299,NetBanking
REC00769,CUST0592,2025-07-05,199,NetBanking
REC00770,CUST1524,2025-10-02,249,UPI
REC00771,CUST0838,2026-02-15,299,UPI
REC00772,CUST0991,2026-01-25,199,Card
REC00773,CUST0894,2025-08-24,249,UPI
REC00774,CUST0988,2025-06-28,149,NetBanking
REC00775,CUST0703,2025-09-05,199,Card
REC00776,CUST0964,2026-01-11,299,NetBanking
REC00777,CUST0251,2025-08-11,399,NetBanking
REC00778,CUST0560,2026-04-04,299,Card
REC00779,CUST0455,2026-01-10,199,Card
REC00780,CUST1046,2025-08-11,149,NetBanking
REC00781,CUST0792,2025-09-17,299,NetBanking
REC00782,CUST0937,2025-10-03,199,UPI
REC00783,CUST1844,2025-05-15,249,UPI
REC00784,CUST0731,2025-10-19,249,NetBanking
REC00785,CUST0609,2026-01-06,249,UPI
REC00786,CUST0260,2026-01-25,199,NetBanking
REC00787,CUST0037,2025-06-06,399,UPI
REC00788,CUST0203,2026-01-16,399,NetBanking
REC00789,CUST0822,2025-05-11,249,Card
REC00790,CUST0479,2025-11-17,399,NetBanking
REC00791,CUST0650,2025-05-08,149,NetBanking
REC00792,CUST0370,2025-11-19,299,UPI
REC00793,CUST0549,2025-04-30,149,NetBanking
REC00794,CUST0805,2025-11-16,399,NetBanking
REC00795,CUST0764,2026-03-16,149,Card
REC00796,CUST0504,2026-04-15,249,Card
REC00797,CUST0957,2025-10-07,199,Card
REC00798,CUST1303,2026-03-16,249,Card
REC00799,CUST0709,2025-11-18,199,NetBanking
REC00800,CUST1403,2026-04-09,399,NetBanking
REC00801,CUST0003,2025-09-12,149,NetBanking
REC00802,CUST0462,2025-06-09,149,UPI
REC00803,CUST0120,2026-04-16,249,Card
REC00804,CUST0902,2025-12-19,249,UPI
REC00805,CUST0295,2025-11-17,399,Card
REC00806,CUST1969,2025-08-10,149,Card
REC00807,CUST0116,2026-01-04,149,Card
REC00808,CUST1146,2026-04-06,399,Card
REC00809,CUST1623,2026-02-13,199,NetBanking
REC00810,CUST0283,2025-11-25,199,NetBanking
REC00811,CUST1378,2026-01-10,149,UPI
REC00812,CUST1765,2026-01-02,299,Card
REC00813,CUST0984,2025-06-29,199,Card
REC00814,CUST1621,2026-03-13,399,Card
REC00815,CUST0919,2025-11-27,299,Card
REC00816,CUST1353,2025-10-19,299,Card
REC00817,CUST0769,2025-04-25,399,UPI
REC00818,CUST0636,2025-12-28,399,Card
REC00819,CUST0926,2025-06-10,199,UPI
REC00820,CUST1175,2025-12-19,299,Card
REC00821,CUST0080,2025-10-12,199,UPI
REC00822,CUST0471,2025-07-01,399,Card
REC00823,CUST0897,2025-09-12,149,Card
REC00824,CUST0868,2026-02-18,399,UPI
REC00825,CUST1318,2026-01-19,399,Card
REC00826,CUST0934,2025-12-07,199,UPI
REC00827,CUST1261,2026-02-08,149,Card
REC00828,CUST0924,2025-07-23,199,NetBanking
REC00829,CUST1624,2025-05-26,199,UPI
REC00830,CUST0566,2026-02-12,249,NetBanking
REC00831,CUST1672,2025-08-14,149,UPI
REC00832,CUST0544,2025-09-05,399,UPI
REC00833,CUST0913,2025-04-28,199,UPI
REC00834,CUST1818,2026-04-17,199,UPI
REC00835,CUST0141,2025-05-12,149,NetBanking
REC00836,CUST0807,2025-09-06,399,Card
REC00837,CUST0628,2025-05-01,199,Card
REC00838,CUST1860,2026-02-11,299,Card
REC00839,CUST0390,2025-12-21,399,NetBanking
REC00840,CUST1380,2025-09-18,199,UPI
REC00841,CUST0102,2025-08-06,299,NetBanking
REC00842,CUST0292,2025-12-30,149,NetBanking
REC00843,CUST0855,2025-10-22,249,Card
REC00844,CUST0157,2026-01-19,399,Card
REC00845,CUST0416,2026-02-24,149,NetBanking
REC00846,CUST1787,2025-08-17,299,UPI
REC00847,CUST0514,2025-04-27,199,UPI
REC00848,CUST0320,2026-02-10,249,NetBanking
REC00849,CUST0464,2026-01-06,399,UPI
REC00850,CUST0611,2025-06-01,299,NetBanking
REC00851,CUST1881,2026-04-15,149,Card
REC00852,CUST1758,2025-05-16,249,UPI
REC00853,CUST1527,2026-03-20,149,UPI
REC00854,CUST1728,2025-05-09,199,Card
REC00855,CUST0776,2025-05-29,249,UPI
REC00856,CUST0823,2025-10-10,199,Card
REC00857,CUST1375,2025-05-09,149,NetBanking
REC00858,CUST1302,2025-08-06,199,UPI
REC00859,CUST0603,2025-06-18,149,NetBanking
REC00860,CUST1265,2025-12-27,299,UPI
REC00861,CUST0806,2025-07-02,199,Card
REC00862,CUST1527,2025-09-15,199,Card
REC00863,CUST0192,2025-07-28,249,UPI
REC00864,CUST1932,2026-01-20,249,NetBanking
REC00865,CUST0551,2026-01-20,149,NetBanking
REC00866,CUST1727,2025-08-28,299,NetBanking
REC00867,CUST0488,2026-04-07,299,NetBanking
REC00868,CUST0332,2025-07-08,299,UPI
REC00869,CUST1008,2026-03-11,249,UPI
REC00870,CUST1013,2025-12-31,199,NetBanking
REC00871,CUST1271,2025-06-14,299,Card
REC00872,CUST1408,2026-01-14,399,Card
REC00873,CUST1611,2026-02-22,299,NetBanking
REC00874,CUST1197,2025-06-19,149,UPI
REC00875,CUST1756,2025-09-18,249,Card
REC00876,CUST0367,2025-12-17,399,UPI
REC00877,CUST0567,2025-06-14,149,NetBanking
REC00878,CUST1167,2025-07-26,249,NetBanking
REC00879,CUST0894,2025-08-08,299,Card
REC00880,CUST1334,2026-04-15,399,Card
REC00881,CUST1172,2026-03-01,149,UPI
REC00882,CUST0404,2026-02-17,399,UPI
REC00883,CUST0505,2026-01-10,249,UPI
REC00884,CUST0040,2025-09-06,299,UPI
REC00885,CUST1227,2026-03-16,249,UPI
REC00886,CUST1269,2025-07-18,199,NetBanking
REC00887,CUST0795,2025-10-02,299,UPI
REC00888,CUST0999,2026-01-03,249,UPI
REC00889,CUST1832,2026-02-04,149,UPI
REC00890,CUST1290,2025-12-06,399,UPI
REC00891,CUST1593,2025-09-02,149,NetBanking
REC00892,CUST0111,2026-01-24,149,UPI
REC00893,CUST1232,2025-07-30,249,UPI
REC00894,CUST1467,2025-07-12,199,Card
REC00895,CUST1290,2026-04-07,299,UPI
REC00896,CUST1533,2026-01-14,399,NetBanking
REC00897,CUST0293,2026-03-20,149,NetBanking
REC00898,CUST1126,2025-09-02,249,Card
REC00899,CUST0199,2025-05-03,399,UPI
REC00900,CUST1215,2025-11-12,399,UPI
REC00901,CUST1265,2025-06-05,149,NetBanking
REC00902,CUST0847,2025-08-31,199,NetBanking
REC00903,CUST1074,2025-08-22,249,UPI
REC00904,CUST1338,2025-08-19,299,UPI
REC00905,CUST1233,2025-07-21,299,NetBanking
REC00906,CUST1562,2026-02-19,149,NetBanking
REC00907,CUST1119,2025-05-06,399,NetBanking
REC00908,CUST0161,2025-08-05,149,Card
REC00909,CUST1201,2026-02-28,149,NetBanking
REC00910,CUST0686,2025-05-14,249,UPI
REC00911,CUST1790,2025-12-08,199,NetBanking
REC00912,CUST1406,2025-11-07,249,Card
REC00913,CUST0098,2025-08-19,199,UPI
REC00914,CUST1682,2026-03-30,199,NetBanking
REC00915,CUST1237,2025-11-25,199,UPI
REC00916,CUST0290,2025-09-24,249,Card
REC00917,CUST0392,2025-11-23,149,NetBanking
REC00918,CUST1401,2025-12-25,249,UPI
REC00919,CUST1147,2025-04-23,399,Card
REC00920,CUST0146,2026-04-10,249,Card
REC00921,CUST1522,2025-11-21,299,Card
REC00922,CUST1351,2025-07-27,399,Card
REC00923,CUST1847,2025-07-29,399,NetBanking
REC00924,CUST0702,2026-03-17,299,UPI
REC00925,CUST0247,2025-12-07,399,UPI
REC00926,CUST0821,2025-11-02,249,UPI
REC00927,CUST1956,2025-06-17,149,UPI
REC00928,CUST0871,2025-07-24,149,UPI
REC00929,CUST0012,2025-07-25,249,NetBanking
REC00930,CUST1104,2025-07-07,149,Card
REC00931,CUST1994,2025-10-18,399,NetBanking
REC00932,CUST1893,2025-08-08,149,NetBanking
REC00933,CUST0837,2026-02-03,199,NetBanking
REC00934,CUST0805,2025-11-22,299,UPI
REC00935,CUST0729,2026-01-27,199,Card
REC00936,CUST1606,2025-11-23,399,NetBanking
REC00937,CUST1254,2025-12-02,199,NetBanking
REC00938,CUST1828,2026-01-22,199,NetBanking
REC00939,CUST0269,2025-09-13,249,NetBanking
REC00940,CUST0069,2025-11-06,199,Card
REC00941,CUST0105,2026-01-03,399,Card
REC00942,CUST0446,2026-04-13,199,UPI
REC00943,CUST1369,2025-12-03,199,Card
REC00944,CUST0018,2025-05-21,149,Card
REC00945,CUST0534,2025-04-27,299,NetBanking
REC00946,CUST0077,2025-09-27,299,Card
REC00947,CUST0020,2025-11-24,149,NetBanking
REC00948,CUST1931,2025-10-14,149,Card
REC00949,CUST0944,2026-02-20,399,NetBanking
REC00950,CUST0799,2025-05-29,299,NetBanking
REC00951,CUST1706,2025-11-17,149,Card
REC00952,CUST1948,2025-08-25,199,NetBanking
REC00953,CUST0288,2025-11-18,149,UPI
REC00954,CUST0720,2025-11-21,199,UPI
REC00955,CUST1181,2025-08-07,199,NetBanking
REC00956,CUST1087,2025-12-11,149,Card
REC00957,CUST1419,2026-01-30,199,NetBanking
REC00958,CUST1052,2026-04-03,299,Card
REC00959,CUST1691,2025-12-16,249,UPI
REC00960,CUST1724,2025-05-12,299,NetBanking
REC00961,CUST0594,2025-09-11,299,NetBanking
REC00962,CUST1737,2025-06-03,199,NetBanking
REC00963,CUST1119,2026-03-25,399,UPI
REC00964,CUST1309,2025-06-21,149,UPI
REC00965,CUST1006,2026-03-23,249,Card
REC00966,CUST0912,2025-06-14,149,NetBanking
REC00967,CUST0762,2025-04-21,399,UPI
REC00968,CUST1636,2026-04-15,249,UPI
REC00969,CUST1449,2025-09-08,199,Card
REC00970,CUST0035,2026-02-01,299,NetBanking
REC00971,CUST1337,2025-05-02,199,NetBanking
REC00972,CUST1042,2025-11-09,399,UPI
REC00973,CUST0543,2026-02-12,199,Card
REC00974,CUST0094,2025-05-03,299,Card
REC00975,CUST0517,2025-06-30,199,NetBanking
REC00976,CUST0868,2026-04-01,249,NetBanking
REC00977,CUST1483,2025-05-11,299,Card
REC00978,CUST0672,2026-01-16,299,Card
REC00979,CUST1118,2025-12-26,399,NetBanking
REC00980,CUST0090,2025-05-09,249,Card
REC00981,CUST0923,2025-10-24,299,NetBanking
REC00982,CUST0844,2025-09-07,399,Card
REC00983,CUST1068,2025-12-23,399,NetBanking
REC00984,CUST1845,2025-06-16,199,NetBanking
REC00985,CUST1230,2026-01-20,249,NetBanking
REC00986,CUST0145,2026-01-06,199,UPI
REC00987,CUST0386,2025-08-09,199,NetBanking
REC00988,CUST0603,2025-07-20,249,NetBanking
REC00989,CUST0935,2025-08-27,399,Card
REC00990,CUST1776,2026-02-14,249,UPI
REC00991,CUST0927,2025-04-29,149,UPI
REC00992,CUST1817,2025-07-12,249,Card
REC00993,CUST1992,2025-12-28,249,NetBanking
REC00994,CUST0541,2025-09-20,299,UPI
REC00995,CUST0643,2025-06-10,199,UPI
REC00996,CUST0077,2025-07-29,299,NetBanking
REC00997,CUST0183,2025-05-20,199,UPI
REC00998,CUST0461,2025-12-06,149,UPI
REC00999,CUST1186,2025-11-03,249,Card
REC01000,CUST1292,2025-05-03,399,UPI
REC01001,CUST1903,2025-09-16,199,NetBanking
REC01002,CUST0052,2025-04-25,249,UPI
REC01003,CUST0225,2026-01-20,149,NetBanking
REC01004,CUST1121,2026-02-27,149,NetBanking
REC01005,CUST1868,2025-12-19,199,NetBanking
REC01006,CUST1914,2026-01-16,149,Card
REC01007,CUST0836,2026-04-19,199,NetBanking
REC01008,CUST0089,2025-12-22,149,UPI
REC01009,CUST1188,2025-06-07,299,UPI
REC01010,CUST0149,2025-06-27,249,NetBanking
REC01011,CUST0633,2025-08-21,199,Card
REC01012,CUST0359,2026-03-12,399,NetBanking
REC01013,CUST1436,2025-11-28,149,Card
REC01014,CUST0934,2025-07-11,399,NetBanking
REC01015,CUST0425,2025-10-30,149,Card
REC01016,CUST1016,2025-06-05,249,NetBanking
REC01017,CUST0152,2025-11-07,149,Card
REC01018,CUST1059,2025-09-10,249,UPI
REC01019,CUST1299,2025-10-27,149,NetBanking
REC01020,CUST0177,2026-01-07,299,NetBanking
REC01021,CUST1977,2025-06-21,299,UPI
REC01022,CUST0665,2025-10-31,149,NetBanking
REC01023,CUST1101,2025-04-22,299,NetBanking
REC01024,CUST0442,2025-11-11,249,NetBanking
REC01025,CUST0271,2025-06-23,299,NetBanking
REC01026,CUST1151,2025-07-15,299,Card
REC01027,CUST0537,2025-05-09,399,UPI
REC01028,CUST0703,2025-05-29,299,NetBanking
REC01029,CUST0999,2026-01-20,199,NetBanking
REC01030,CUST0522,2025-10-22,149,NetBanking
REC01031,CUST0146,2025-12-06,149,UPI
REC01032,CUST1248,2025-12-20,299,NetBanking
REC01033,CUST0758,2026-04-13,249,UPI
REC01034,CUST1451,2026-02-21,249,UPI
REC01035,CUST1958,2026-03-05,299,UPI
REC01036,CUST1245,2025-11-08,199,Card
REC01037,CUST1360,2025-11-23,249,UPI
REC01038,CUST0363,2025-09-18,199,Card
REC01039,CUST1930,2025-05-02,399,NetBanking
REC01040,CUST0948,2025-12-26,399,Card
REC01041,CUST0536,2025-11-21,249,Card
REC01042,CUST1386,2026-03-09,399,NetBanking
REC01043,CUST1105,2025-10-17,249,UPI
REC01044,CUST1357,2026-01-06,249,NetBanking
REC01045,CUST1558,2026-03-06,249,Card
REC01046,CUST1481,2025-08-16,249,NetBanking
REC01047,CUST0098,2025-12-14,149,NetBanking
REC01048,CUST1271,2025-12-22,249,Card
REC01049,CUST1707,2026-01-24,249,Card
REC01050,CUST1631,2026-02-09,399,UPI
REC01051,CUST1730,2025-06-22,199,NetBanking
REC01052,CUST0388,2025-09-19,299,UPI
REC01053,CUST0435,2026-01-13,399,NetBanking
REC01054,CUST0442,2026-01-15,299,Card
REC01055,CUST0825,2025-06-26,199,UPI
REC01056,CUST0773,2025-07-20,149,Card
REC01057,CUST0326,2025-10-25,199,Card
REC01058,CUST1104,2025-05-11,299,UPI
REC01059,CUST0767,2025-06-12,199,UPI
REC01060,CUST1110,2025-08-10,249,UPI
REC01061,CUST1284,2025-07-08,149,Card
REC01062,CUST1056,2025-09-18,249,Card
REC01063,CUST0756,2026-03-23,249,UPI
REC01064,CUST0922,2026-02-16,199,UPI
REC01065,CUST0144,2025-09-04,299,UPI
REC01066,CUST0238,2025-05-18,249,NetBanking
REC01067,CUST1266,2026-02-09,249,NetBanking
REC01068,CUST0618,2026-03-29,299,NetBanking
REC01069,CUST0520,2025-06-04,399,UPI
REC01070,CUST1986,2026-02-09,249,NetBanking
REC01071,CUST0111,2025-12-12,399,NetBanking
REC01072,CUST0563,2025-06-24,399,Card
REC01073,CUST0473,2026-03-01,399,NetBanking
REC01074,CUST1365,2026-03-26,299,Card
REC01075,CUST1295,2025-12-25,149,Card
REC01076,CUST1259,2026-03-25,299,UPI
REC01077,CUST1262,2025-06-28,299,NetBanking
REC01078,CUST1639,2025-05-25,199,NetBanking
REC01079,CUST0713,2025-10-20,199,UPI
REC01080,CUST0610,2026-04-11,399,NetBanking
REC01081,CUST0411,2026-03-20,299,NetBanking
REC01082,CUST0622,2025-11-29,299,UPI
REC01083,CUST0429,2025-06-06,299,Card
REC01084,CUST0453,2025-05-25,249,Card
REC01085,CUST0385,2026-03-03,149,Card
REC01086,CUST1512,2025-09-16,199,NetBanking
REC01087,CUST0201,2026-01-19,149,UPI
REC01088,CUST1812,2026-03-20,149,UPI
REC01089,CUST0472,2025-12-01,249,NetBanking
REC01090,CUST1692,2025-11-23,399,Card
REC01091,CUST0623,2025-06-04,149,UPI
REC01092,CUST0389,2025-06-29,149,NetBanking
REC01093,CUST0171,2025-05-23,199,UPI
REC01094,CUST1218,2026-03-28,199,NetBanking
REC01095,CUST0491,2026-04-16,399,NetBanking
REC01096,CUST1781,2025-05-29,399,NetBanking
REC01097,CUST0707,2025-06-12,149,Card
REC01098,CUST0653,2025-10-01,199,NetBanking
REC01099,CUST0843,2025-07-27,149,UPI
REC01100,CUST0533,2026-02-25,199,NetBanking
REC01101,CUST1713,2025-07-23,149,NetBanking
REC01102,CUST1449,2025-12-06,399,Card
REC01103,CUST1259,2026-02-09,149,NetBanking
REC01104,CUST0266,2025-07-19,199,NetBanking
REC01105,CUST1316,2025-11-15,199,NetBanking
REC01106,CUST1808,2025-10-07,299,NetBanking
REC01107,CUST0874,2025-05-21,199,NetBanking
REC01108,CUST0198,2026-04-07,199,Card
REC01109,CUST0751,2026-03-13,299,UPI
REC01110,CUST0471,2025-05-22,399,UPI
REC01111,CUST0731,2026-04-20,299,NetBanking
REC01112,CUST1792,2025-12-16,399,NetBanking
REC01113,CUST1526,2025-07-09,149,NetBanking
REC01114,CUST1444,2026-02-03,149,Card
REC01115,CUST1691,2025-08-29,399,Card
REC01116,CUST0897,2025-11-27,149,Card
REC01117,CUST1999,2026-02-23,249,NetBanking
REC01118,CUST1340,2025-11-18,399,NetBanking
REC01119,CUST0633,2025-09-17,199,Card
REC01120,CUST0981,2025-05-26,199,NetBanking
REC01121,CUST0887,2025-07-24,299,Card
REC01122,CUST1631,2025-12-03,199,UPI
REC01123,CUST1684,2025-07-09,249,Card
REC01124,CUST0304,2026-04-20,199,NetBanking
REC01125,CUST1212,2025-05-11,149,UPI
REC01126,CUST1436,2025-11-24,249,UPI
REC01127,CUST0509,2025-12-06,399,UPI
REC01128,CUST0827,2026-04-06,299,Card
REC01129,CUST1829,2026-02-04,199,NetBanking
REC01130,CUST0839,2026-01-15,399,NetBanking
REC01131,CUST0120,2025-10-25,299,UPI
REC01132,CUST0137,2025-07-11,249,Card
REC01133,CUST1132,2025-08-16,249,UPI
REC01134,CUST0861,2025-08-21,399,Card
REC01135,CUST0397,2026-04-08,199,NetBanking
REC01136,CUST0333,2025-07-21,399,NetBanking
REC01137,CUST1983,2025-07-07,399,NetBanking
REC01138,CUST1480,2025-09-26,249,NetBanking
REC01139,CUST1711,2026-03-04,149,Card
REC01140,CUST0628,2025-05-22,199,UPI
REC01141,CUST0095,2026-03-19,299,Card
REC01142,CUST0908,2025-09-27,299,NetBanking
REC01143,CUST0382,2026-01-31,399,Card
